0	1.75948	0.002
2.85E-06	1.53263	0.002
5.70E-06	1.24295	0.002
8.55E-06	0.913309	0.002
1.14E-05	0.573358	0.002
1.43E-05	0.241785	0.002
1.71E-05	-0.0662656	0.002
2.00E-05	-0.341126	0.002
2.28E-05	-0.56733	0.002
2.57E-05	-0.738111	0.002
2.85E-05	-0.852502	0.002
3.14E-05	-0.906958	0.002
3.42E-05	-0.907281	0.002
3.71E-05	-0.86088	0.002
3.99E-05	-0.772589	0.002
4.28E-05	-0.651754	0.002
4.56E-05	-0.506751	0.002
4.85E-05	-0.34596	0.002
5.13E-05	-0.187101	0.002
5.42E-05	-0.0308205	0.002
5.70E-05	0.109027	0.002
5.99E-05	0.23534	0.002
6.27E-05	0.329431	0.002
6.56E-05	0.402254	0.002
6.84E-05	0.445433	0.002
7.13E-05	0.4609	0.002
7.41E-05	0.449622	0.002
7.70E-05	0.415143	0.002
7.98E-05	0.365843	0.002
8.27E-05	0.301075	0.002
8.55E-05	0.230184	0.002
8.84E-05	0.153816	0.002
9.12E-05	0.0764815	0.002
9.41E-05	0.00720245	0.002
9.69E-05	-0.0565987	0.002
9.98E-05	-0.108477	0.002
0.000103	-0.147145	0.002
0.000105	-0.17389	0.002
0.000108	-0.184846	0.002
0.000111	-0.188712	0.002
0.000114	-0.17679	0.002
0.000117	-0.153589	0.002
0.00012	-0.125556	0.002
0.000123	-0.0923661	0.002
0.000125	-0.0572432	0.002
0.000128	-0.018898	0.002
0.000131	0.0171915	0.002
0.000134	0.0478032	0.002
0.000137	0.0755148	0.002
0.00014	0.0951708	0.002
0.000142	0.111604	0.002
0.000145	0.120305	0.002
0.000148	0.11966	0.002
0.000151	0.115793	0.002
0.000154	0.107738	0.002
0.000157	0.0977486	0.002
0.00016	0.0826039	0.002
0.000162	0.0642368	0.002
0.000165	0.0465143	0.002
0.000168	0.029114	0.002
0.000171	0.0139692	0.002
0.000174	-0.00149771	0.002
0.000177	-0.0111646	0.002
0.00018	-0.0176091	0.002
0.000182	-0.0246981	0.002
0.000185	-0.0266315	0.002
0.000188	-0.0246981	0.002
0.000191	-0.0217981	0.002
0.000194	-0.0156758	0.002
0.000197	-0.0101979	0.002
0.000199	-0.0002088	0.002
0.000202	0.00462462	0.002
0.000205	0.0149359	0.002
0.000208	0.0236361	0.002
0.000211	0.0287917	0.002
0.000214	0.0342696	0.002
0.000217	0.0413586	0.002
0.000219	0.0407142	0.002
0.000222	0.043292	0.002
0.000225	0.0455476	0.002
0.000228	0.0420031	0.002
0.000231	0.0397475	0.002
0.000234	0.0368474	0.002
0.000237	0.0349141	0.002
0.000239	0.0307251	0.002
0.000242	0.0255695	0.002
0.000245	0.020736	0.002
0.000248	0.0204138	0.002
0.000251	0.0184804	0.002
0.000254	0.0126803	0.002
0.000256	0.0101025	0.002
0.000259	0.0101025	0.002
0.000262	0.00913582	0.002
0.000265	0.0117136	0.002
0.000268	0.0117136	0.002
0.000271	0.0117136	0.002
0.000274	0.0123581	0.002
0.000276	0.0175138	0.002
0.000279	0.0197693	0.002
0.000282	0.0200916	0.002
0.000285	0.0239583	0.002
0.000288	0.024925	0.002
0.000291	0.024925	0.002
0.000294	0.0246028	0.002
0.000296	0.0278251	0.002
0.000299	0.0265361	0.002
0.000302	0.024925	0.002
0.000305	0.0233139	0.002
0.000308	0.0252472	0.002
0.000311	0.0268584	0.002
0.000313	0.0239583	0.002
0.000316	0.0233139	0.002
0.000319	0.0210583	0.002
0.000322	0.0200916	0.002
0.000325	0.0181582	0.002
0.000328	0.0213805	0.002
0.000331	0.0197693	0.002
0.000333	0.0184804	0.002
0.000336	0.017836	0.002
0.000339	0.0194471	0.002
